"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","miles_price","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"baby chair","Pink","NA","Strawberry","Cushion","No","No","Yes","1","1200",300.0,"Pink","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_1_1","1_1",3305.0,"kiYP9J9thzGkP2ZXQ"
"baby chair","Pink","NA","Butterfly","Cushion","No","No","Yes","1","1200",300.0,"Pink","Orange","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_1_2","1_2",3305.0,"5x8pLSL8XjbZnCBQQ"
"baby chair","Pink","NA","Train","Cushion","No","No","Yes","1","1200",300.0,"Pink","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_1_3","1_3",3305.0,"6tfwMtaYLE5KtAQKS"
"baby chair","Pink","NA","Paw print","Cushion","No","No","Yes","1","1200",300.0,"Pink","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_1_4","1_4",3305.0,"ihucEvtrsesPCYZB2"
"baby chair","Yellow","NA","Bear","Cushion","No","No","Yes","1","1200",300.0,"Yellow","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_2_0","2_0",3305.0,"SrYrGG6KFSsL2t44t"
"baby chair","Yellow","NA","Strawberry","Cushion","No","No","Yes","1","1200",300.0,"Yellow","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_2_1","2_1",3305.0,"BpCJtM8aCQG4npCgi"
"baby chair","Yellow","NA","Butterfly","Cushion","No","No","Yes","1","1200",300.0,"Yellow","Orange","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_2_2","2_2",3305.0,"2viSrxqmyLaJvzTCN"
"baby chair","Yellow","NA","Train","Cushion","No","No","Yes","1","1200",300.0,"Yellow","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_2_3","2_3",3305.0,"TaiysCHzEZcmoaWxh"
"baby chair","Yellow","NA","Paw print","Cushion","No","No","Yes","1","1200",300.0,"Yellow","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_2_4","2_4",3305.0,"kfty2gGw5RRZSn83e"
"baby chair","Green","NA","Bear","Cushion","No","No","Yes","1","1200",300.0,"Green","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_3_0","3_0",3305.0,"GbFytCa455MMYZwsP"
"baby chair","Green","NA","Strawberry","Cushion","No","No","Yes","1","1200",300.0,"Green","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_3_1","3_1",3305.0,"5uhAs2KBzMWDjBhhN"
"baby chair","Green","NA","Butterfly","Cushion","No","No","Yes","1","1200",300.0,"Green","Orange","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_3_2","3_2",3305.0,"AAvLv8NDKAbmDAn5n"
"baby chair","Green","NA","Train","Cushion","No","No","Yes","1","1200",300.0,"Green","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_3_3","3_3",3305.0,"5HzSmLCFfoAfQ4ukQ"
"baby chair","Green","NA","Paw print","Cushion","No","No","Yes","1","1200",300.0,"Green","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_3_4","3_4",3305.0,"3e9b2NF4sqpynsAx2"
"baby chair","Blue","NA","Bear","Cushion","No","No","Yes","1","1200",300.0,"Blue","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_4_0","4_0",3305.0,"RMwmh5fZqQdxortFr"
"baby chair","Blue","NA","Strawberry","Cushion","No","No","Yes","1","1200",300.0,"Blue","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_4_1","4_1",3305.0,"qirfQTS5gihdZrjo7"
"baby chair","Blue","NA","Butterfly","Cushion","No","No","Yes","1","1200",300.0,"Blue","Orange","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_4_2","4_2",3305.0,"2w7g3DewPNN9w47Yu"
"baby chair","Blue","NA","Train","Cushion","No","No","Yes","1","1200",300.0,"Blue","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_4_3","4_3",3305.0,"kdizs26rBhoFN96R8"
"baby chair","Blue","NA","Paw print","Cushion","No","No","Yes","1","1200",300.0,"Blue","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_4_4","4_4",3305.0,"bm6bYatvhGTNsmo36"
"baby chair","White","NA","Bear","Cushion","No","No","Yes","1","1200",300.0,"White","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_5_0","5_0",3305.0,"LyPzknPf7igr4LEEk"
"baby chair","White","NA","Strawberry","Cushion","No","No","Yes","1","1200",300.0,"White","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_5_1","5_1",3305.0,"MExvKfHcM8ieNnr6p"
"baby chair","White","NA","Butterfly","Cushion","No","No","Yes","1","1200",300.0,"White","Orange","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_5_2","5_2",3305.0,"bxcu2gBDFQhKEpiHz"
"baby chair","White","NA","Train","Cushion","No","No","Yes","1","1200",300.0,"White","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_5_3","5_3",3305.0,"zKcKRjhc7Wb7KNnyd"
"baby chair","White","NA","Paw print","Cushion","No","No","Yes","1","1200",300.0,"White","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_5_4","5_4",3305.0,"6KtfAG6q5J5v4ihKh"
"baby chair","Black","NA","Bear","Cushion","No","No","Yes","1","1200",300.0,"Black","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_6_0","6_0",3305.0,"hu24KrPHNS3tA8ufv"
"baby chair","Black","NA","Strawberry","Cushion","No","No","Yes","1","1200",300.0,"Black","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_6_1","6_1",3305.0,"n37p2mDFJtcuqd3rs"
"baby chair","Black","NA","Butterfly","Cushion","No","No","Yes","1","1200",300.0,"Black","Orange","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_6_2","6_2",3305.0,"wnBYp2TgHjyzR5gRu"
"baby chair","Black","NA","Train","Cushion","No","No","Yes","1","1200",300.0,"Black","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_6_3","6_3",3305.0,"s2QnWwt8XqMkDaBow"
"baby chair","Black","NA","Paw print","Cushion","No","No","Yes","1","1200",300.0,"Black","Colorful","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","child's room","None","None","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrBabychair_Remake_6_4","6_4",3305.0,"wfyDHz4qnjgSATJ6A"
"bamboo basket","Green bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1120.0,"Green","Green","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Japanese Style","No","Does not play music","No lighting","Not for sale","FtrBambooBasket_Remake_0_0","0_0",3658.0,"EhqChmN8mmQb5Xbrs"
"bamboo basket","Dried bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1120.0,"Beige","Yellow","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Japanese Style","No","Does not play music","No lighting","Not for sale","FtrBambooBasket_Remake_1_0","1_0",3658.0,"dAKRbYy67TArprnWc"
"bamboo basket","Smoke-cured bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1120.0,"Brown","Green","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Japanese Style","No","Does not play music","No lighting","Not for sale","FtrBambooBasket_Remake_2_0","2_0",3658.0,"TEGzshjkjEi8xNENg"
"bamboo bench","Green bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1280.0,"Green","Green","2x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Sofa","Yes","Does not play music","No lighting","Not for sale","FtrBambooChairL_Remake_0_0","0_0",710.0,"2tCFN227dJ3Hg3WMj"
"bamboo bench","Dried bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1280.0,"Yellow","Yellow","2x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Sofa","Yes","Does not play music","No lighting","Not for sale","FtrBambooChairL_Remake_1_0","1_0",710.0,"zZwxBNb8kENP7Bbun"
"bamboo bench","Smoke-cured bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1280.0,"Brown","Brown","2x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Sofa","Yes","Does not play music","No lighting","Not for sale","FtrBambooChairL_Remake_2_0","2_0",710.0,"HrbrLwoxhytQxAtgy"
"bamboo doll","NA","NA","NA","NA","Yes","No","No","NA","NFS",2400.0,"Green","Green","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Toy","No","Does not play music","No lighting","Not for sale","FtrBambooSurprisedbox","NA",3555.0,"bGoF3W3Hv9bpFCb3N"
"bamboo floor lamp","Green bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1280.0,"Green","Green","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrBambooLamp_Remake_0_0","0_0",3557.0,"oKBfrdHdJHZohuzKS"
"bamboo floor lamp","Dried bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1280.0,"Yellow","Yellow","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrBambooLamp_Remake_1_0","1_0",3557.0,"SfkBnfaHi6NWkaAW5"
"bamboo floor lamp","Smoke-cured bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1280.0,"Brown","Brown","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrBambooLamp_Remake_2_0","2_0",3557.0,"ydijPPy8uTsqMp5Xr"
"bamboo noodle slide","NA","NA","NA","NA","Yes","No","No","NA","NFS",3160.0,"Green","Brown","3x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Japanese Style","Yes","Does not play music","No lighting","Not for sale","FtrBambooSomen","NA",5979.0,"NG3b8xMm5pXGMmHMq"
"bamboo partition","Green bamboo","Bamboo","NA","NA","Yes","Yes","No","3","NFS",2020.0,"Green","White","2x0.5","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Screen","No","Does not play music","No lighting","Not for sale","FtrBambooScreen_Remake_0_0","0_0",3553.0,"y8EchKnaboQBTeo3f"
"bamboo partition","Dried bamboo","Bamboo","NA","NA","Yes","Yes","No","3","NFS",2020.0,"Yellow","White","2x0.5","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Screen","No","Does not play music","No lighting","Not for sale","FtrBambooScreen_Remake_1_0","1_0",3553.0,"o455mYY5evSrec8gu"
"bamboo partition","Smoke-cured bamboo","Bamboo","NA","NA","Yes","Yes","No","3","NFS",2020.0,"Brown","Gray","2x0.5","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Screen","No","Does not play music","No lighting","Not for sale","FtrBambooScreen_Remake_2_0","2_0",3553.0,"tML8Tmvmyh7Y2d3vK"
"bamboo shelf","Green bamboo","Bamboo","NA","NA","Yes","Yes","No","4","NFS",2400.0,"Green","White","2x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrBambooShelf_Remake_0_0","0_0",3551.0,"uucJrLxCbCQgn76vt"
"bamboo shelf","Dried bamboo","Bamboo","NA","NA","Yes","Yes","No","4","NFS",2400.0,"Yellow","Purple","2x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrBambooShelf_Remake_1_0","1_0",3551.0,"6k44YK9g9LPcD6eNy"
"bamboo shelf","Smoke-cured bamboo","Bamboo","NA","NA","Yes","Yes","No","4","NFS",2400.0,"Brown","Gray","2x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","No","Shelf","No","Does not play music","No lighting","Not for sale","FtrBambooShelf_Remake_2_0","2_0",3551.0,"k2NAwacr6p5HwRfYP"
"bamboo speaker","Green bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1230.0,"Green","Beige","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Audio","No","Retro","No lighting","Not for sale","FtrBambooMusic_Remake_0_0","0_0",10743.0,"WJ7AWij94wCSryAjs"
"bamboo speaker","Dried bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1230.0,"Yellow","Beige","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Audio","No","Retro","No lighting","Not for sale","FtrBambooMusic_Remake_1_0","1_0",10743.0,"TbCtKQ3pESjZA2fdi"
"bamboo speaker","Smoke-cured bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",1230.0,"Brown","Beige","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Audio","No","Retro","No lighting","Not for sale","FtrBambooMusic_Remake_2_0","2_0",10743.0,"94FEDXAad9ELWiCTL"
"bamboo stool","Green bamboo","Bamboo","NA","NA","Yes","Yes","No","2","NFS",800.0,"Green","Green","1x1","NA","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Chair","Yes","Does not play music","No lighting","Not for sale","FtrBambooStool_Remake_0_0","0_0",10742.0,"Sum7NqgKH9mzAx9W2"
