"name","buy","sell","color_1","color_2","size","source","source_notes","version","catalog","filename","internal_id","unique_entry_id"
"T-Bone's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBul05",10823.0,"LkP5AroMHJ74fGFCc"
"Tabby's poster",1000.0,250.0,"Yellow","Purple","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat12",10441.0,"CcGQqRYaXDYm5HNsT"
"Tad's poster",1000.0,250.0,"Yellow","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg09",10641.0,"RQdREf3jMXN3N8K9S"
"Tammi's poster",1000.0,250.0,"Orange","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlMnk03",10476.0,"SP6kTCmaurLMan4om"
"Tammy's poster",1000.0,250.0,"Gray","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr17",10553.0,"nEhjF7QncKCaM9p4h"
"Tangy's poster",1000.0,250.0,"Black","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat05",10786.0,"6uuJaHwede2mokjHe"
"Tank's poster",1000.0,250.0,"Orange","Colorful","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRhn00",10578.0,"MDBKhCriuHzaE5AgG"
"Tasha's poster",1000.0,250.0,"Black","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlSqu13",10651.0,"dMoK3ABwTdz23zXci"
"Teddy's poster",1000.0,250.0,"White","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea00",10775.0,"ixTvEwsDwk6Ds3GEP"
"Tex's poster",1000.0,250.0,"White","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn12",10546.0,"Hboyp3aaRPYnz2oRS"
"Tia's poster",1000.0,250.0,"Brown","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp10",10350.0,"fuMQLKHZknMec5QCE"
"Tiffany's poster",1000.0,250.0,"Brown","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlRbt07",10635.0,"jXww4iHeKwHfSdEFm"
"Timbra's poster",1000.0,250.0,"White","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp10",10388.0,"fAvLHWtjGMqQspwo9"
"Timmy's poster",1000.0,250.0,"Brown","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpRcm",10437.0,"9HKZ7Yobdm8uzLi7P"
"Tipper's poster",1000.0,250.0,"Blue","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCow01",10359.0,"2NfZ7Lyaf3h6KQm9m"
"Tom Nook's poster",1000.0,250.0,"Brown","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpRco",10384.0,"LoA9QSgWvDs9swufc"
"Tom's poster",1000.0,250.0,"Green","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCat15",10358.0,"486Hm28f8Lhf7hKrR"
"Tommy's poster",1000.0,250.0,"Pink","Orange","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcSpRct",10338.0,"PsfADt3JFH9hgjwH2"
"Tortimer's poster",1000.0,250.0,"Orange","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpTtlA",10792.0,"grE9hynn8SMezzhzp"
"Truffles's poster",1000.0,250.0,"White","Red","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPig01",10691.0,"aLBvsBuFd4keRH5hy"
"Tucker's poster",1000.0,250.0,"Yellow","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlElp09",10477.0,"jawmneAPTuqjCAa4c"
"Tutu's poster",1000.0,250.0,"Orange","Orange","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea07",10822.0,"LgubGXNTTf3BP3aLN"
"Twiggy's poster",1000.0,250.0,"Pink","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBrd03",10808.0,"vEZEfxNrygmD65jCr"
"Tybalt's poster",1000.0,250.0,"Pink","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlTig02",10610.0,"7XvykMJkTtZWSatzZ"
"Ursala's poster",1000.0,250.0,"White","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBea08",10812.0,"96m3vKMmkCcXDZiQe"
"Velma's poster",1000.0,250.0,"Brown","Black","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGoa06",10449.0,"B9RkWdsytySCKWFqD"
"Vesta's poster",1000.0,250.0,"Yellow","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp00",10418.0,"ScsCTZ4iJAAs8bpZA"
"Vic's poster",1000.0,250.0,"Red","Yellow","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlBul08",10415.0,"KwZBqFXpduKCuoDhp"
"Victoria's poster",1000.0,250.0,"Pink","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs01",10497.0,"Bv2eZ9NBpWmwSFjgx"
"Villager's poster",1000.0,250.0,"Brown","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterVillager",10741.0,"N6qEa462dfQ3kM2kv"
"Violet's poster",1000.0,250.0,"Pink","Gray","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlGor07",10499.0,"fsjvirmWruvYmPq8c"
"Vivian's poster",1000.0,250.0,"Black","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol08",10603.0,"hkAe3oJA89HzDobh3"
"Vladimir's poster",1000.0,250.0,"Gray","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlCbr06",10362.0,"PTTctzp4KtCAceqkJ"
"Wade's poster",1000.0,250.0,"Gray","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlPgn09",10614.0,"DypctyNoZp6NcNTRH"
"Walker's poster",1000.0,250.0,"Orange","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDog06",10330.0,"iA3PhsCuMmX8K4gLQ"
"Walt's poster",1000.0,250.0,"Pink","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKgr08",10559.0,"QFKnT3NvdbZDwus4R"
"Wart Jr.'s poster",1000.0,250.0,"Light blue","Beige","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlFlg05",10465.0,"d2v37bvLF2HWXcB7R"
"Weber's poster",1000.0,250.0,"Red","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDuk11",10636.0,"6SgMa63zsFYoe7x3n"
"Wendell's poster",1000.0,250.0,"Light blue","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpWrl",10434.0,"k6zcPwQCXoL4ACve9"
"Wendy's poster",1000.0,250.0,"Yellow","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp09",10381.0,"4JqnDBARuzDahPbcZ"
"Whitney's poster",1000.0,250.0,"Beige","Light blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol03",10377.0,"NxQfGWG5374SZkjZd"
"Willow's poster",1000.0,250.0,"Blue","Brown","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlShp07",10327.0,"rZJ77yhzuexaKnAkx"
"Winnie's poster",1000.0,250.0,"Blue","Green","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlHrs05",10663.0,"F9weeZH5Ey8sZ374Q"
"Wolfgang's poster",1000.0,250.0,"Black","White","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlWol02",10472.0,"GEC2nn8JwSHd78hS7"
"Yuka's poster",1000.0,250.0,"Yellow","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlKal00",10683.0,"q9j4d7zAyk9Ttuuof"
"Zell's poster",1000.0,250.0,"Beige","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlDer02",10389.0,"GuP3qy2DdzFTTEfGA"
"Zipper's poster",1000.0,250.0,"Yellow","Pink","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo","1.0.0","For sale","PosterNpcSpPyn",10522.0,"vcwdyjBMkEpp4S5HR"
"Zucker's poster",1000.0,250.0,"Beige","Blue","1x1","Nook's Shopping - Posters","In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)","1.0.0","For sale","PosterNpcNmlOcp02",10569.0,"8u8XbGvQuj8HbbEyy"
