"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"bamboo-shoot lamp","NA","NA","NA","NA","Yes","No","No","NA","NFS",4900.0,"Brown","Beige","1x1","Crafting",,"1.0.0","zen-style","None","bamboo","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrBambooshootLamp","NA",5977.0,"9j4wh3muQeG6F8Kz2"
"barred knifejaw model","NA","NA","NA","NA","No","No","No","NA","NFS",15000.0,"White","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishIshidaiToy","NA",6959.0,"T9JBnkxBRJenY33Bg"
"barreleye model","NA","NA","NA","NA","No","No","No","NA","NFS",45000.0,"Black","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishDemenigisuToy","NA",6943.0,"3Gucpfk3GP7mTsQtJ"
"beach ball","Colorful","NA","NA","NA","No","No","No","NA","430",107.0,"Colorful","Colorful","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Seaside","Yes","Does not play music","No lighting","For sale","FtrBeachball_Remake_0_0","0_0",9584.0,"hduZB4RhQNp75i9W9"
"beach ball","Blue","NA","NA","NA","No","No","No","NA","430",107.0,"Blue","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Seaside","Yes","Does not play music","No lighting","For sale","FtrBeachball_Remake_1_0","1_0",9584.0,"S76AqteAK5wCK3EaK"
"beach ball","Red","NA","NA","NA","No","No","No","NA","430",107.0,"Red","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Seaside","Yes","Does not play music","No lighting","For sale","FtrBeachball_Remake_2_0","2_0",9584.0,"AAmKMRwJtXLZ7Q5gY"
"beach ball","Watermelon","NA","NA","NA","No","No","No","NA","430",107.0,"Green","Black","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","ocean","None","None","None","Yes","Seaside","Yes","Does not play music","No lighting","For sale","FtrBeachball_Remake_3_0","3_0",9584.0,"9Fr5G7gEkpJuvAfxp"
"bell cricket model","NA","NA","NA","NA","No","No","No","NA","NFS",1290.0,"Black","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectSuzumushiToy","NA",7096.0,"apSjqHeXMQqunDq68"
"betta model","NA","NA","NA","NA","No","No","No","NA","NFS",7500.0,"Light blue","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishBetaToy","NA",6937.0,"6QbtWer62rhvhMTE5"
"bingo wheel","NA","NA","NA","NA","No","No","No","NA","1000",250.0,"Yellow","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","party","None","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrBingo","NA",864.0,"atdJftYHmjRyrZctD"
"birthday cake","Whipped-cream topping","Variation","NA","NA","No","Yes","No","1","NFS",100.0,"White","Colorful","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Seasonal Decor","No","Does not play music","Candle","Not for sale","FtrBirthdayCake_Remake_0_0","0_0",3592.0,"QGv7TucCMZbT9GAgb"
"birthday cake","Chocolate buttercream","Variation","NA","NA","No","Yes","No","1","NFS",100.0,"Brown","Colorful","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Seasonal Decor","No","Does not play music","Candle","Not for sale","FtrBirthdayCake_Remake_1_0","1_0",3592.0,"a5kQSAhzKMNd49to5"
"birthday cake","Strawberry buttercream","Variation","NA","NA","No","Yes","No","1","NFS",100.0,"Pink","Colorful","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Seasonal Decor","No","Does not play music","Candle","Not for sale","FtrBirthdayCake_Remake_2_0","2_0",3592.0,"Du5mKiJzoveS4wgwm"
"birthday candles","Colorful","Variation","NA","NA","No","Yes","No","1","NFS",300.0,"Colorful","Colorful","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrBirthdayCandle_Remake_0_0","0_0",3591.0,"8pMxBykz4fEvwHhmu"
"birthday candles","Pink","Variation","NA","NA","No","Yes","No","1","NFS",300.0,"Colorful","Pink","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrBirthdayCandle_Remake_1_0","1_0",3591.0,"9wmjv2pwBf4hK6EsK"
"birthday candles","Blue","Variation","NA","NA","No","Yes","No","1","NFS",300.0,"Colorful","Blue","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrBirthdayCandle_Remake_2_0","2_0",3591.0,"MDFyHoCvmAegjhDYS"
"birthday candles","Green","Variation","NA","NA","No","Yes","No","1","NFS",300.0,"Colorful","Green","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrBirthdayCandle_Remake_3_0","3_0",3591.0,"Z2prrYjqsQZJeNKeM"
"birthday candles","Orange","Variation","NA","NA","No","Yes","No","1","NFS",300.0,"Colorful","Orange","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrBirthdayCandle_Remake_4_0","4_0",3591.0,"ZBfb7tSgjSYvhbL2g"
"birthday candles","Gorgeous","Variation","NA","NA","No","Yes","No","1","NFS",300.0,"Colorful","Black","1x1","Birthday",,"1.0.0","party","fancy","None","birthday","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrBirthdayCandle_Remake_5_0","5_0",3591.0,"dgxjSdNfTJaixZT92"
"bitterling model","NA","NA","NA","NA","No","No","No","NA","NFS",2700.0,"Light blue","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishTanagoToy","NA",6931.0,"wuQsW98QWyCPrKT2M"
"black bass model","NA","NA","NA","NA","No","No","No","NA","NFS",1200.0,"Green","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishBlackbassToy","NA",6938.0,"Gso4EevDL7KsjgPx2"
"blowfish model","NA","NA","NA","NA","No","No","No","NA","NFS",15000.0,"Beige","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishFuguToy","NA",6951.0,"oTX5PGr3f57ch9B8a"
"blue marlin model","NA","NA","NA","NA","No","No","No","NA","NFS",30000.0,"Blue","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishKajikiToy","NA",6963.0,"2eFAcmTSuPsQhKnka"
"blue weevil beetle model","NA","NA","NA","NA","No","No","No","NA","NFS",2400.0,"Green","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectHousekizoumushiToy","NA",7118.0,"XTn7faXJPnav4qMti"
"bluegill model","NA","NA","NA","NA","No","No","No","NA","NFS",540.0,"Blue","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishBlueguillToy","NA",6939.0,"jvNKXHzJPBLggXCbF"
"board game","Simple path game","NA","NA","NA","No","No","No","NA","1300",325.0,"Green","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","living room","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrBoardgame_Remake_0_0","0_0",7599.0,"ftczygdJQ4xWzN2fP"
"board game","Territory game","NA","NA","NA","No","No","No","NA","1300",325.0,"Orange","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","living room","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrBoardgame_Remake_1_0","1_0",7599.0,"WuskmRMXubtrfBquq"
"board game","Kids' game","NA","NA","NA","No","No","No","NA","1300",325.0,"White","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","child's room","living room","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrBoardgame_Remake_2_0","2_0",7599.0,"twTqZXghtkuCxmNu4"
"book","Western literature","NA","NA","NA","No","No","No","NA","290",72.0,"White","Red","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","school","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookOpened_Remake_0_0","0_0",3582.0,"NjTf5TNrF5By3PyBN"
"book","Japanese literature","NA","NA","NA","No","No","No","NA","290",72.0,"White","Blue","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","school","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookOpened_Remake_1_0","1_0",3582.0,"ioqMDRcZznW9Xe856"
"book","Encyclopedia","NA","NA","NA","No","No","No","NA","290",72.0,"White","Yellow","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","school","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookOpened_Remake_2_0","2_0",3582.0,"i7xJZokE4LJ5HZxf4"
"book","Textbook","NA","NA","NA","No","No","No","NA","290",72.0,"White","Green","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","school","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookOpened_Remake_3_0","3_0",3582.0,"ZDNwaSDDfoCPtQbsA"
"book stands","Colorful","NA","NA","NA","No","No","No","NA","1100",275.0,"White","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookstand_Remake_0_0","0_0",870.0,"cP2tnipAuTBsNWgGR"
"book stands","Brown","NA","NA","NA","No","No","No","NA","1100",275.0,"Blue","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookstand_Remake_1_0","1_0",870.0,"mHCeLAyB66qW2ydud"
"book stands","Black","NA","NA","NA","No","No","No","NA","1100",275.0,"Black","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookstand_Remake_2_0","2_0",870.0,"FjCkGrMFMX4fNKamq"
"book stands","Pastel","NA","NA","NA","No","No","No","NA","1100",275.0,"Pink","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","den","child's room","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrBookstand_Remake_3_0","3_0",870.0,"24P3zZHJEDv36mF2a"
"bottled ship","Trading ship","NA","NA","NA","No","No","No","NA","1800",450.0,"Light blue","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","ocean","folk art","None","None","No","Seaside","No","Does not play music","No lighting","For sale","FtrBottleship_Remake_0_0","0_0",683.0,"aXnyQZbwg76SzBQHa"
"bottled ship","Leisure boat","NA","NA","NA","No","No","No","NA","1800",450.0,"Light blue","Green","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","ocean","folk art","None","None","No","Seaside","No","Does not play music","No lighting","For sale","FtrBottleship_Remake_1_0","1_0",683.0,"j2ApyozojYzK7Khri"
"bottled ship","Pirate ship","NA","NA","NA","No","No","No","NA","1800",450.0,"Light blue","Black","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","ocean","folk art","None","None","No","Seaside","No","Does not play music","No lighting","For sale","FtrBottleship_Remake_2_0","2_0",683.0,"9QojZZtJs3kCNXSXM"
"brine-shrimp aquarium","NA","NA","NA","NA","No","No","No","NA","1400",350.0,"Purple","Purple","1x1","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","facility","child's room","None","None","Yes","Special Fish","No","Does not play music","No lighting","For sale","FtrArtemiaAquarium","NA",11283.0,"WNBo7KaagynoiWHmT"
"bronze bug trophy","NA","NA","NA","NA","No","No","No","NA","NFS",400.0,"Red","Brown","1x1","Bug-Off",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyInsectBronz","NA",1205.0,"Lcw28JjoCnK455tB6"
"bronze fish trophy","NA","NA","NA","NA","No","No","No","NA","NFS",400.0,"Red","Brown","1x1","Fishing Tourney",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyFishBronz","NA",1202.0,"QjFjDoKfGabSFRGx9"
"bronze HHA trophy","NA","NA","NA","NA","No","No","No","NA","NFS",400.0,"Red","Brown","1x1","HHA",,"1.0.0","expensive","None","None","None","No","Museum","No","Does not play music","No lighting","Not for sale","FtrTrophyHhaBronze","NA",7098.0,"F87oKJpdoQRAkaFaW"
"brown cicada model","NA","NA","NA","NA","No","No","No","NA","NFS",750.0,"Brown","Brown","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectAburazemiToy","NA",7046.0,"wjYSHsmJgrehZZWDw"
"Bunny Day basket","NA","NA","NA","NA","No","No","No","NA","NFS",1200.0,"Colorful","Beige","1x1","Bunny Day","From Zipper after trading one of every egg (all 6 types) during Bunny Day.","1.1.0","fancy","None","Bunny Day","None","No","Easter","No","Does not play music","No lighting","Not for sale","FtrEggBasket","NA",12438.0,"NfeT86ehRvW2dtd4v"
"Bunny Day lamp","NA","NA","NA","NA","Yes","No","No","NA","NFS",1600.0,"Orange","Orange","1x1","Crafting",,"1.1.0","fancy","None","Bunny Day","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrEggLamp","NA",12413.0,"zhFHGB6w4uL4QjaCt"
"butterfly fish model","NA","NA","NA","NA","No","No","No","NA","NFS",3000.0,"Yellow","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishChouchouuoToy","NA",6941.0,"47ssmN3qnpt9bZaze"
"camp stove","Yellow","NA","NA","NA","No","No","No","NA","1300",325.0,"Yellow","Gray","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","outdoors","None","None","None","Yes","Outdoors Decor","Yes","Does not play music","No lighting","For sale","FtrKocher_Remake_0_0","0_0",889.0,"f2oAZ3DFHBA54nsjT"
"camp stove","Red","NA","NA","NA","No","No","No","NA","1300",325.0,"Red","Gray","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","outdoors","None","None","None","Yes","Outdoors Decor","Yes","Does not play music","No lighting","For sale","FtrKocher_Remake_1_0","1_0",889.0,"NsuqM6fiYxvCWxXdu"
"camp stove","Blue","NA","NA","NA","No","No","No","NA","1300",325.0,"Blue","Gray","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","outdoors","None","None","None","Yes","Outdoors Decor","Yes","Does not play music","No lighting","For sale","FtrKocher_Remake_2_0","2_0",889.0,"X3EqPxiDm3dQgGfDK"
"camp stove","Green","NA","NA","NA","No","No","No","NA","1300",325.0,"Green","Gray","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","outdoors","None","None","None","Yes","Outdoors Decor","Yes","Does not play music","No lighting","For sale","FtrKocher_Remake_3_0","3_0",889.0,"GJSzHBLmzK9CAtJNr"
"camp stove","Brown","NA","NA","NA","No","No","No","NA","1300",325.0,"Brown","Gray","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","outdoors","None","None","None","Yes","Outdoors Decor","Yes","Does not play music","No lighting","For sale","FtrKocher_Remake_4_0","4_0",889.0,"Cnbap3jDFwXwguaCp"
"camp stove","Black","NA","NA","NA","No","No","No","NA","1300",325.0,"Black","Gray","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","outdoors","None","None","None","Yes","Outdoors Decor","Yes","Does not play music","No lighting","For sale","FtrKocher_Remake_5_0","5_0",889.0,"Jitf3NoWYksi6Pyzc"
"candle","Gold","NA","NA","NA","No","No","No","NA","600",150.0,"Yellow","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","horror","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrCandle_Remake_0_0","0_0",2562.0,"ZzpJaP2qb5DjtY9De"
"candle","Silver","NA","NA","NA","No","No","No","NA","600",150.0,"Gray","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","horror","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrCandle_Remake_1_0","1_0",2562.0,"3D6sojtwhEA2sFfy9"
"candle","Copper","NA","NA","NA","No","No","No","NA","600",150.0,"Brown","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","horror","None","None","None","Yes","Lamp","No","Does not play music","Candle","For sale","FtrCandle_Remake_2_0","2_0",2562.0,"sttJSK7SAGqLrfwWk"
