"name","index_1","material_1","index_2","material_2","index_3","material_3","index_4","material_4","index_5","material_5","index_6","material_6","buy","sell","miles_price","source","source_notes","recipes_to_unlock","version","category","serial_id","internal_id","unique_entry_id"
"tree standee",5.0,"wood",8.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Housewares",381.0,585.0,"QnPjCxDRTXoQDHYqZ"
"tree-branch wand",5.0,"tree branch",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",290.0,535.0,"8WNAJXXX3Dn4Ggv5T"
"tree's bounty arch",4.0,"pine cone",5.0,"acorn",5.0,"maple leaf",15.0,"tree branch",,,,,"NFS",200.0,"NA","Balloons","Only available during Maple Leaf Season",0.0,"1.0.0","Housewares",2909.0,423.0,"WQSMn7PgNkGiLjJaT"
"tree's bounty big tree",5.0,"pine cone",4.0,"acorn",4.0,"maple leaf",8.0,"tree branch",4.0,"clay",,,"NFS",200.0,"NA","Balloons","Only available during Maple Leaf Season",0.0,"1.0.0","Housewares",2908.0,417.0,"WruuvjyZLeuYLkpca"
"tree's bounty lamp",6.0,"acorn",4.0,"clay",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Fall",0.0,"1.0.0","Miscellaneous",2906.0,415.0,"fSYJ4F4BMefmKNXLT"
"tree's bounty little tree",6.0,"pine cone",4.0,"acorn",1.0,"hardwood",,,,,,,"NFS",200.0,"NA","Balloons; Isabelle","Only available during Fall",0.0,"1.0.0","Miscellaneous",2907.0,416.0,"RgkwpSJpTC2nEc6vB"
"tree's bounty mobile",2.0,"pine cone",3.0,"acorn",3.0,"tree branch",,,,,,,"NFS",200.0,"NA","Balloons","Only available during Fall",0.0,"1.0.0","Wall-mounted",2930.0,414.0,"F6WehkKZG7sSwRLBo"
"trophy case",24.0,"hardwood",3.0,"gold nugget",6.0,"iron nugget",,,,,,,"NFS",200.0,"NA","Jock villagers",,100.0,"1.0.0","Housewares",401.0,576.0,"jtaKPkvSoNZGcDrNt"
"tropical vista",5.0,"summer shell",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Wallpaper",2850.0,666.0,"5mypRC2jBZnq6ywTT"
"tulip crown",2.0,"red tulips",2.0,"yellow tulips",1.0,"white tulips",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3609.0,243.0,"Ltt8w4xYy5Qfp9R9b"
"tulip surprise box",5.0,"red tulips",3.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Jock villagers",,50.0,"1.0.0","Housewares",3503.0,495.0,"vn4G8vMx3426p84wv"
"tulip wand",1.0,"red tulips",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3673.0,526.0,"Hzq4v5JtEKASys3vY"
"tulip wreath",3.0,"red tulips",3.0,"yellow tulips",3.0,"white tulips",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3549.0,360.0,"jpfWEEc78PXeP26Js"
"ukulele",5.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Miscellaneous",462.0,45.0,"ERCKXc8shWWqxzNdA"
"underwater flooring",3.0,"summer shell",3.0,"coral",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Floors",2860.0,564.0,"LXFkgER59WZAvCPKn"
"underwater wall",3.0,"summer shell",5.0,"coral",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Wallpaper",2851.0,665.0,"EXDyLjtfBny7Nfg2W"
"unglazed dish set",3.0,"clay",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Miscellaneous",701.0,120.0,"sWuKis4QjZNYnPDXK"
"vaulting pole",5.0,"softwood",,,,,,,,,,,"500",200.0,"NA","Blathers; Nook's Cranny",,0.0,"1.0.0","Tools",121.0,183.0,"osL5JbW5XpPxQZR6b"
"vertical-board fence",8.0,"wood",,,,,,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",581.0,100.0,"gJHaHfwkn4dANzaTt"
"Virgo harp",3.0,"star fragment",2.0,"Virgo fragment",2.0,"gold nugget",4.0,"stone",,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Housewares",2305.0,368.0,"kWfYtKDBGdFbzayNq"
"wand",2.0,"star fragment",,,,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",123.0,532.0,"8vcfcHLWY7MLbb9Hn"
"water flooring",6.0,"summer shell",,,,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Summer",0.0,"1.0.0","Floors",2862.0,565.0,"pQvujBn8X2sq6j5FS"
"water pump",2.0,"iron nugget",6.0,"clay",,,,,,,,,"NFS",200.0,"NA","Tom Nook; Lazy villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",911.0,389.0,"2T8NEjxqcfXPGLYby"
"water-egg outfit",3.0,"water egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting water eggs","Only available during Bunny Day",0.0,"1.1.0a","Dresses",3776.0,689.0,"7iGNX78irzAu3Z5rw"
"water-egg shell",2.0,"water egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting water eggs","Only available during Bunny Day",0.0,"1.1.0a","Headwear",3775.0,688.0,"YqZedKTDWgjDWcTR4"
"water-egg shoes",2.0,"water egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting water eggs","Only available during Bunny Day",0.0,"1.1.0a","Shoes",3777.0,690.0,"Bg9geKwGApyACyXEx"
"watering can",1.0,"flimsy watering can",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Pretty Good Tools Recipes","Purchase Pretty Good Tools Recipes via Nook Miles Redemption",0.0,"1.0.0","Tools",110.0,280.0,"2AGD3mCFzDSDNNZoK"
"wave breaker",10.0,"stone",10.0,"clay",,,,,,,,,"NFS",200.0,"1500","Nook Miles Exchange",,0.0,"1.0.0","Housewares",813.0,55.0,"CruEkwMoLo3LcnyG4"
"wedding fence",5.0,"iron nugget",3.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Harvey","Only available during Wedding Season",0.0,"1.2.0","Fencing",992.0,714.0,"yZNfKe6dESLFFQ8J4"
"wedding wand",1.0,"wedding flower stand",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Cyrus","Only available during Wedding Season",0.0,"1.2.0","Tools",3678.0,715.0,"LokHc5XaxADprKGWJ"
"western-style stone",30.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,100.0,"1.0.0","Housewares",814.0,518.0,"5BDsJhPKYRpxFjyvz"
"wild log bench",8.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Jock villagers",,0.0,"1.0.0","Housewares",332.0,436.0,"ZGWN8wsv7hgjbLvdM"
"wild-wood wall",15.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,0.0,"1.0.0","Wallpaper",523.0,309.0,"RQL2msCcNbX2Nyvqg"
"windflower crown",2.0,"red windflowers",2.0,"orange windflowers",2.0,"white windflowers",,,,,,,"NFS",200.0,"NA","All Villagers",,0.0,"1.0.0","Headwear",3600.0,240.0,"2bHpYXqeSKyRgCsHx"
"windflower fan",3.0,"red windflowers",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,50.0,"1.0.0","Miscellaneous",3500.0,503.0,"6Fz77bGPrTCrYNffT"
"windflower wand",1.0,"orange windflowers",3.0,"star fragment",,,,,,,,,"NFS",200.0,"NA","Celeste",,0.0,"1.0.0","Tools",3670.0,525.0,"GFM7MzdiDKiqhBb9X"
"windflower wreath",3.0,"red windflowers",3.0,"white windflowers",3.0,"orange windflowers",,,,,,,"NFS",200.0,"NA","All Villagers",,50.0,"1.0.0","Wall-mounted",3540.0,228.0,"xGTRnSEqPTzYGDwjT"
"Wobbling Zipper toy",4.0,"earth egg",4.0,"stone egg",4.0,"leaf egg",4.0,"wood egg",4.0,"sky egg",4.0,"water egg","NFS",200.0,"NA","Zipper","Reward from Zipper after crafting all Bunny Day recipes; Only available during Bunny Day",0.0,"1.1.0a","Miscellaneous",3709.0,696.0,"3HBkSreJ3Rz7689K7"
"wood-egg outfit",3.0,"wood egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting wood eggs","Only available during Bunny Day",0.0,"1.1.0a","Dresses",3770.0,683.0,"Cqe6TyaE38gnjAtmr"
"wood-egg shell",2.0,"wood egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting wood eggs","Only available during Bunny Day",0.0,"1.1.0a","Headwear",3769.0,682.0,"Dokk8EnqpoFPBXD8R"
"wood-egg shoes",2.0,"wood egg",,,,,,,,,,,"NFS",200.0,"NA","Collecting wood eggs","Only available during Bunny Day",0.0,"1.1.0a","Shoes",3771.0,684.0,"cEawPHH27B36anZsf"
"wooden bookshelf",5.0,"book",10.0,"wood",,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Housewares",2102.0,404.0,"XE27aTmxufH84fcWf"
"wooden bucket",3.0,"wood",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Tom Nook; Smug villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",432.0,16.0,"8ckCy9CHdL6iXXptE"
"wooden chair",6.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Snooty villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",311.0,15.0,"e2Z5K68fA23E9FcdT"
"wooden chest",16.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,0.0,"1.0.0","Housewares",317.0,17.0,"hAgLHeuw7xfkbzjpu"
"wooden double bed",30.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Housewares",319.0,493.0,"z3TPTghmTbEFZE2mw"
"wooden end table",8.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Snooty villagers",,0.0,"1.0.0","Housewares",313.0,170.0,"nJDFrN9LmyK3FN7ZT"
"wooden fish",3.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Wildest Dreams DIY","Purchase Wildest Dreams DIY from Nook's Cranny",0.0,"1.0.0","Miscellaneous",463.0,193.0,"2ZuPfoHnSXBEwWfPL"
"wooden full-length mirror",5.0,"wood",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",320.0,502.0,"dn4EDHGArXPGhs2Mx"
"wooden low table",10.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Housewares",314.0,491.0,"xA3hY8ZZd3qm9SqmP"
"wooden mini table",6.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",312.0,492.0,"qt5zRMx9nJShGjxyY"
"wooden simple bed",18.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook; Lazy villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",318.0,18.0,"ayWFNoe5BBmR5JDde"
"wooden stool",4.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",310.0,168.0,"tCZg7fdKsKoJ2Ca6y"
"wooden table",15.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",315.0,201.0,"vXEY4HbrHoAoiQn9s"
"wooden table mirror",3.0,"wood",1.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Miscellaneous",321.0,572.0,"7QmfhABkJayiuyPTt"
"wooden toolbox",4.0,"softwood",2.0,"iron nugget",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Miscellaneous",468.0,579.0,"qaHmYYCti572DQqW8"
"wooden wardrobe",12.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Tom Nook",,0.0,"1.0.0","Housewares",316.0,172.0,"ZnX2CrjCz5F2be4Ke"
"wooden waste bin",4.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",322.0,173.0,"kJHkBWB2YyDQwJWDN"
"wooden-block bed",1.0,"wooden-block toy",17.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Housewares",356.0,61.0,"jojeuDRs9dnhhtrNE"
"wooden-block bench",1.0,"wooden-block toy",4.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Big Sister villagers",,0.0,"1.0.0","Housewares",353.0,23.0,"6X3d6utgMWpykB6cp"
"wooden-block bookshelf",1.0,"wooden-block toy",3.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Test Your DIY Skills","Purchase Test Your DIY Skills from Nook's Cranny.",0.0,"1.0.0","Housewares",357.0,62.0,"ncMTEpvQfe9SGvipJ"
"wooden-block chair",1.0,"wooden-block toy",3.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Test Your DIY Skills","Purchase Test Your DIY Skills from Nook's Cranny.",0.0,"1.0.0","Housewares",352.0,160.0,"NxDA47H5aq9g6Ssty"
"wooden-block chest",1.0,"wooden-block toy",12.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Housewares",355.0,24.0,"9cAfAFEhqMFHTefLC"
"wooden-block stereo",1.0,"wooden-block toy",5.0,"softwood",2.0,"iron nugget",,,,,,,"NFS",200.0,"NA","Tom Nook; Big sister villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",358.0,89.0,"xC4riKsFQjbPpK8Ty"
"wooden-block stool",1.0,"wooden-block toy",2.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Peppy villagers",,0.0,"1.0.0","Housewares",351.0,387.0,"ZWWM3P5WD6kPS7JNK"
"wooden-block table",1.0,"wooden-block toy",8.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Tom Nook; Big sister villagers","Obtained during the main storyline during the villager house development quest",0.0,"1.0.0","Housewares",354.0,26.0,"XT35v4Sb4K3QH2dWC"
"wooden-block toy",3.0,"softwood",,,,,,,,,,,"NFS",200.0,"NA","DIY for Beginners","Purchase DIY for Beginners at Nook's Cranny",0.0,"1.0.0","Miscellaneous",350.0,38.0,"uKX4pS9YuAJPSqAGX"
"wooden-block wall clock",1.0,"wooden-block toy",2.0,"softwood",1.0,"iron nugget",,,,,,,"NFS",200.0,"NA","Peppy villagers",,50.0,"1.0.0","Wall-mounted",359.0,90.0,"g9N9eFwC48vsPWz5e"
"wooden-knot wall",15.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Smug villagers",,0.0,"1.0.0","Wallpaper",526.0,319.0,"6aNph3fACbZjxyaWp"
"wooden-mosaic wall",15.0,"wood",,,,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Wallpaper",521.0,310.0,"TYGjpCGthu9jgA5ty"
"wooden-plank sign",5.0,"hardwood",,,,,,,,,,,"NFS",200.0,"NA","Cranky villagers",,50.0,"1.0.0","Wall-mounted",483.0,279.0,"EbrmatJDLMcc2oexh"
"woodland wall",15.0,"clump of weeds",9.0,"softwood",,,,,,,,,"NFS",200.0,"NA","Normal villagers",,0.0,"1.0.0","Wallpaper",1251.0,471.0,"JaqMjuzXa8t426jeT"
"yellow-leaf pile",3.0,"acorn",5.0,"clump of weeds",,,,,,,,,"NFS",200.0,"NA","Balloons","Only available during Fall",0.0,"1.0.0","Housewares",2900.0,588.0,"tFckEAxEjrgkrc3ga"
"zen fence",3.0,"iron nugget",3.0,"clay",3.0,"stone",,,,,,,"NFS",200.0,"1000","Nook Miles Exchange",,0.0,"1.0.0","Fencing",893.0,556.0,"i3NJEKs5tNY9dJSCX"
"zen-style stone",30.0,"stone",,,,,,,,,,,"NFS",200.0,"NA","Lazy villagers",,100.0,"1.0.0","Housewares",815.0,568.0,"236xGcHiXbpCRfWba"
